;date;ward_A_nursing_staff_capacity;ward_A_planned_absences;ward_A_unplanned_absences;ward_B_nursing_staff_capacity;ward_B_planned_absences;ward_B_unplanned_absences;ward_C_nursing_staff_capacity;ward_C_planned_absences;ward_C_unplanned_absences;ward_D_nursing_staff_capacity;ward_D_planned_absences;ward_D_unplanned_absences
5872;03.09.2022 04:00;5;57;14;4;42;7;3;33;7;4;30;4
5873;03.09.2022 05:00;17;57;15;13;42;9;9;33;9;11;30;6
5874;03.09.2022 06:00;17;57;14;13;42;7;9;33;8;11;30;4
5875;03.09.2022 07:00;12;57;13;9;42;7;6;33;5;8;30;4
5876;03.09.2022 08:00;12;57;10;10;42;7;6;33;5;8;30;4
5877;03.09.2022 09:00;12;57;10;10;42;7;6;33;5;8;30;4
5878;03.09.2022 10:00;12;57;10;10;42;7;6;33;5;8;30;4
5879;03.09.2022 11:00;12;57;10;10;42;7;7;33;5;8;30;4
5880;03.09.2022 12:00;12;57;10;10;42;7;7;33;5;8;30;4
5881;03.09.2022 13:00;21;57;10;18;42;7;10;33;6;14;30;5
5882;03.09.2022 14:00;21;57;8;18;42;7;10;33;6;14;30;3
5883;03.09.2022 15:00;9;57;8;9;42;7;4;33;6;7;30;3
5884;03.09.2022 16:00;9;57;8;9;42;7;4;33;6;6;30;3
5885;03.09.2022 17:00;9;57;8;9;42;7;4;33;6;6;30;3
5886;03.09.2022 18:00;9;57;8;9;42;7;4;33;6;6;30;3
5887;03.09.2022 19:00;9;57;8;9;42;7;4;33;6;6;30;3
5888;03.09.2022 20:00;14;57;8;13;42;7;5;33;6;10;30;3
5889;03.09.2022 21:00;14;57;8;13;42;7;6;33;6;10;30;3
5890;03.09.2022 22:00;5;57;8;4;42;7;3;33;6;4;30;3
5891;03.09.2022 23:00;5;57;8;4;42;7;3;33;6;4;30;3
5892;04.09.2022 00:00;5;57;8;4;42;7;3;33;6;4;29;3
5893;04.09.2022 01:00;5;57;8;4;42;7;3;33;6;4;29;3
5894;04.09.2022 02:00;5;57;8;4;42;7;3;33;6;4;29;3
5895;04.09.2022 03:00;5;57;8;4;42;7;3;33;6;4;29;3
5896;04.09.2022 04:00;5;57;8;4;42;7;3;33;6;4;29;3
5897;04.09.2022 05:00;15;57;9;12;42;10;8;33;9;12;29;5
5898;04.09.2022 06:00;15;57;8;12;42;8;8;33;7;12;29;3
5899;04.09.2022 07:00;10;57;8;8;42;8;5;33;7;8;29;3
5900;04.09.2022 08:00;10;57;8;9;42;8;5;33;7;8;29;3
5901;04.09.2022 09:00;10;57;8;9;42;8;5;33;7;8;29;3
5902;04.09.2022 10:00;10;57;8;9;42;8;5;33;7;8;29;3
5903;04.09.2022 11:00;10;57;8;9;42;8;6;33;7;8;29;3
5904;04.09.2022 12:00;10;57;8;9;42;8;6;33;7;8;29;3
5905;04.09.2022 13:00;18;57;8;17;42;8;9;33;8;15;29;4
5906;04.09.2022 14:00;18;57;8;17;42;8;9;33;7;15;29;3
5907;04.09.2022 15:00;8;57;8;9;42;8;4;33;7;7;29;3
5908;04.09.2022 16:00;8;57;8;9;42;8;4;33;7;7;29;3
5909;04.09.2022 17:00;8;57;8;9;42;8;4;33;7;7;29;3
5910;04.09.2022 18:00;8;57;8;9;42;8;4;33;7;7;29;3
5911;04.09.2022 19:00;8;57;8;9;42;8;4;33;7;7;29;3
5912;04.09.2022 20:00;13;57;8;13;42;8;5;33;7;11;29;3
5913;04.09.2022 21:00;13;57;8;13;42;8;6;33;7;11;29;3
5914;04.09.2022 22:00;5;57;8;4;42;8;3;33;7;4;29;3
5915;04.09.2022 23:00;5;57;8;4;42;8;3;33;7;4;29;3
5916;05.09.2022 00:00;5;72;3;4;58;6;3;30;5;4;41;5
5917;05.09.2022 01:00;5;72;3;4;58;6;3;30;5;4;41;5
5918;05.09.2022 02:00;5;72;3;4;58;6;3;30;5;4;41;5
5919;05.09.2022 03:00;5;72;3;4;58;6;3;30;5;4;41;5
5920;05.09.2022 04:00;5;72;3;4;58;6;3;30;5;4;41;5
5921;05.09.2022 05:00;16;72;4;15;58;8;9;30;7;15;41;6
5922;05.09.2022 06:00;17;72;3;15;58;5;10;30;4;15;41;4
5923;05.09.2022 07:00;16;72;8;17;58;5;12;30;6;20;41;4
5924;05.09.2022 08:00;18;72;9;18;58;5;13;30;6;20;41;4
5925;05.09.2022 09:00;18;72;9;18;58;5;13;30;6;20;41;4
5926;05.09.2022 10:00;18;72;9;18;58;5;13;30;6;20;41;4
5927;05.09.2022 11:00;18;72;9;18;58;5;14;30;6;20;41;4
5928;05.09.2022 12:00;16;72;9;18;58;5;15;30;6;20;41;4
5929;05.09.2022 13:00;25;72;10;26;58;7;20;30;6;27;41;6
5930;05.09.2022 14:00;24;72;10;26;58;7;19;30;5;25;41;5
5931;05.09.2022 15:00;12;72;10;15;58;7;12;30;5;14;41;5
5932;05.09.2022 16:00;9;72;10;9;58;7;7;30;5;7;41;5
5933;05.09.2022 17:00;9;72;10;9;58;7;7;30;5;7;41;5
5934;05.09.2022 18:00;9;72;10;9;58;7;7;30;5;7;41;5
5935;05.09.2022 19:00;9;72;10;9;58;7;7;30;5;7;41;5
5936;05.09.2022 20:00;14;72;10;12;58;8;8;30;5;11;41;5
5937;05.09.2022 21:00;14;72;10;12;58;8;9;30;5;11;41;5
5938;05.09.2022 22:00;5;72;10;3;58;8;3;30;5;4;41;5
5939;05.09.2022 23:00;5;72;10;3;58;8;3;30;5;4;41;5
5940;06.09.2022 00:00;5;70;10;3;57;8;3;31;5;4;38;6
5941;06.09.2022 01:00;5;70;10;3;57;8;3;31;5;4;38;6
5942;06.09.2022 02:00;5;70;10;3;57;8;3;31;5;4;38;6
5943;06.09.2022 03:00;5;70;10;3;57;8;3;31;5;4;38;6
5944;06.09.2022 04:00;5;70;10;3;57;8;3;31;5;4;38;6
5945;06.09.2022 05:00;17;70;11;14;57;9;11;31;6;14;38;6
5946;06.09.2022 06:00;17;70;10;15;57;7;11;31;4;15;38;5
5947;06.09.2022 07:00;17;70;13;19;57;7;10;31;4;20;38;6
5948;06.09.2022 08:00;18;70;9;20;57;7;11;31;4;20;38;6
5949;06.09.2022 09:00;18;70;9;20;57;7;11;31;4;20;38;6
5950;06.09.2022 10:00;18;70;9;20;57;7;11;31;4;20;38;6
5951;06.09.2022 11:00;18;70;9;20;57;7;13;31;4;20;38;6
5952;06.09.2022 12:00;17;70;9;20;57;7;14;31;4;20;38;6
5953;06.09.2022 13:00;25;70;11;29;57;9;18;31;4;27;38;8
5954;06.09.2022 14:00;22;70;10;28;57;7;17;31;4;25;38;6
5955;06.09.2022 15:00;9;70;10;16;57;7;9;31;4;14;38;6
5956;06.09.2022 16:00;8;70;10;9;57;7;7;31;4;7;38;6
5957;06.09.2022 17:00;8;70;10;9;57;7;7;31;4;7;38;6
5958;06.09.2022 18:00;8;70;10;9;57;7;7;31;4;7;38;6
5959;06.09.2022 19:00;8;70;10;9;57;7;7;31;4;7;38;6
5960;06.09.2022 20:00;13;70;10;13;57;8;7;31;4;11;38;6
5961;06.09.2022 21:00;13;70;10;13;57;7;8;31;4;11;38;6
5962;06.09.2022 22:00;6;70;10;4;57;7;3;31;4;4;38;6
5963;06.09.2022 23:00;5;70;10;4;57;7;3;31;4;4;38;6
5964;07.09.2022 00:00;5;74;10;4;62;8;3;34;3;4;36;4
5965;07.09.2022 01:00;5;74;10;4;62;8;3;34;3;4;36;4
5966;07.09.2022 02:00;5;74;10;4;62;8;3;34;3;4;36;4
5967;07.09.2022 03:00;5;74;10;4;62;8;3;34;3;4;36;4
5968;07.09.2022 04:00;5;74;10;4;62;8;3;34;3;4;36;4
5969;07.09.2022 05:00;18;74;11;15;62;8;10;34;3;14;36;5
5970;07.09.2022 06:00;18;74;10;15;62;7;11;34;2;14;36;5
5971;07.09.2022 07:00;17;74;13;17;62;7;12;34;2;18;36;9
5972;07.09.2022 08:00;19;74;10;18;62;7;13;34;2;18;36;8
5973;07.09.2022 09:00;19;74;10;18;62;7;13;34;2;18;36;8
5974;07.09.2022 10:00;19;74;10;18;62;7;13;34;2;18;36;8
5975;07.09.2022 11:00;19;74;10;18;62;7;13;34;3;18;36;8
5976;07.09.2022 12:00;17;74;10;18;62;7;13;34;4;18;36;8
5977;07.09.2022 13:00;24;74;11;26;62;8;18;34;4;27;36;9
5978;07.09.2022 14:00;21;74;9;26;62;6;17;34;4;25;36;7
5979;07.09.2022 15:00;7;74;9;15;62;6;9;34;4;15;36;7
5980;07.09.2022 16:00;7;74;9;9;62;6;5;34;4;9;36;7
5981;07.09.2022 17:00;7;74;9;9;62;6;5;34;4;9;36;7
5982;07.09.2022 18:00;7;74;9;9;62;6;5;34;4;9;36;7
5983;07.09.2022 19:00;7;74;9;9;62;6;5;34;4;9;36;7
5984;07.09.2022 20:00;12;74;9;13;62;6;7;34;5;13;36;7
5985;07.09.2022 21:00;12;74;9;13;62;5;7;34;5;13;36;7
5986;07.09.2022 22:00;5;74;9;4;62;5;2;34;5;4;36;7
5987;07.09.2022 23:00;5;74;9;4;62;5;2;34;5;4;36;7
5988;08.09.2022 00:00;5;74;10;4;59;5;2;35;6;4;35;7
5989;08.09.2022 01:00;5;74;10;4;59;5;2;35;6;4;35;7
5990;08.09.2022 02:00;5;74;10;4;59;5;2;35;6;4;35;7
5991;08.09.2022 03:00;5;74;10;4;59;5;2;35;6;4;35;7
5992;08.09.2022 04:00;5;74;10;4;59;5;2;35;6;4;35;7
5993;08.09.2022 05:00;17;74;10;13;59;6;7;35;7;14;35;10
5994;08.09.2022 06:00;18;74;9;13;59;6;7;35;7;14;35;9
5995;08.09.2022 07:00;18;74;12;15;59;6;8;35;7;19;35;10
5996;08.09.2022 08:00;20;74;9;16;59;6;9;35;7;19;35;7
5997;08.09.2022 09:00;20;74;9;16;59;6;9;35;7;19;35;7
5998;08.09.2022 10:00;20;74;9;16;59;6;9;35;7;19;35;7
5999;08.09.2022 11:00;20;74;9;16;59;6;9;35;8;19;35;7
6000;08.09.2022 12:00;18;74;9;16;59;6;9;35;8;19;35;7
6001;08.09.2022 13:00;27;74;9;23;59;8;13;35;7;28;35;8
6002;08.09.2022 14:00;24;74;8;23;59;7;12;35;7;27;35;7
6003;08.09.2022 15:00;11;74;8;14;59;7;7;35;7;17;35;7
6004;08.09.2022 16:00;9;74;8;8;59;7;4;35;7;9;35;7
6005;08.09.2022 17:00;9;74;8;8;59;7;4;35;7;9;35;7
6006;08.09.2022 18:00;9;74;8;8;59;7;4;35;7;9;35;7
6007;08.09.2022 19:00;9;74;8;8;59;7;4;35;7;9;35;7
6008;08.09.2022 20:00;14;74;9;12;59;7;5;35;9;13;35;7
6009;08.09.2022 21:00;14;74;9;12;59;7;6;35;8;13;35;7
6010;08.09.2022 22:00;5;74;9;4;59;7;2;35;8;4;35;7
6011;08.09.2022 23:00;5;74;9;4;59;7;2;35;8;4;35;7
6012;09.09.2022 00:00;5;72;11;4;62;7;2;36;9;4;38;8
6013;09.09.2022 01:00;5;72;11;4;62;7;2;36;9;4;38;8
6014;09.09.2022 02:00;5;72;11;4;62;7;2;36;9;4;38;8
6015;09.09.2022 03:00;5;72;11;4;62;7;2;36;9;4;38;8
6016;09.09.2022 04:00;5;72;11;4;62;7;2;36;9;4;38;8
6017;09.09.2022 05:00;17;72;11;13;62;8;8;36;11;13;38;11
6018;09.09.2022 06:00;18;72;11;14;62;7;8;36;10;13;38;8
6019;09.09.2022 07:00;16;72;14;14;62;7;9;36;10;16;38;9
6020;09.09.2022 08:00;18;72;10;16;62;7;10;36;10;16;38;8
6021;09.09.2022 09:00;18;72;10;16;62;7;10;36;10;16;38;8
6022;09.09.2022 10:00;18;72;10;16;62;7;10;36;10;16;38;8
6023;09.09.2022 11:00;18;72;10;16;62;7;10;36;11;16;38;8
6024;09.09.2022 12:00;16;72;10;16;62;7;10;36;10;16;38;8
6025;09.09.2022 13:00;22;72;12;25;62;8;14;36;9;24;38;9
6026;09.09.2022 14:00;19;72;12;24;62;6;13;36;9;23;38;8
6027;09.09.2022 15:00;6;72;12;14;62;6;7;36;9;14;38;8
6028;09.09.2022 16:00;6;72;12;10;62;6;4;36;9;8;38;8
6029;09.09.2022 17:00;6;72;12;10;62;6;4;36;9;8;38;8
6030;09.09.2022 18:00;6;72;12;10;62;6;4;36;9;8;38;8
6031;09.09.2022 19:00;6;72;12;10;62;6;4;36;9;8;38;8
6032;09.09.2022 20:00;11;72;13;13;62;7;4;36;11;13;38;8
6033;09.09.2022 21:00;11;72;12;13;62;7;5;36;9;13;38;8
6034;09.09.2022 22:00;5;72;12;3;62;7;1;36;9;5;38;8
6035;09.09.2022 23:00;5;72;12;3;62;7;1;36;9;5;38;8
6036;10.09.2022 00:00;5;56;15;3;44;7;1;32;12;5;23;8
6037;10.09.2022 01:00;5;56;15;3;44;7;1;32;12;5;23;8
6038;10.09.2022 02:00;5;56;15;3;44;7;1;32;12;5;23;8
6039;10.09.2022 03:00;5;56;15;3;44;7;1;32;12;5;23;8
6040;10.09.2022 04:00;5;56;15;3;44;7;1;32;12;5;23;8
6041;10.09.2022 05:00;16;56;16;12;44;9;7;32;12;13;23;11
6042;10.09.2022 06:00;16;56;16;12;44;8;7;32;10;13;23;8
6043;10.09.2022 07:00;11;56;15;9;44;8;6;32;8;8;23;7
6044;10.09.2022 08:00;11;56;12;9;44;8;6;32;8;8;23;6
6045;10.09.2022 09:00;11;56;12;9;44;8;6;32;8;8;23;6
6046;10.09.2022 10:00;11;56;12;9;44;8;6;32;8;8;23;6
6047;10.09.2022 11:00;11;56;12;9;44;8;6;32;8;8;23;6
6048;10.09.2022 12:00;11;56;12;9;44;8;6;32;7;8;23;6
6049;10.09.2022 13:00;16;56;14;16;44;8;9;32;8;15;23;8
6050;10.09.2022 14:00;16;56;12;16;44;7;9;32;8;15;23;7
6051;10.09.2022 15:00;5;56;12;7;44;7;3;32;8;7;23;7
6052;10.09.2022 16:00;5;56;12;7;44;7;3;32;8;7;23;7
6053;10.09.2022 17:00;5;56;12;7;44;7;3;32;8;7;23;7
6054;10.09.2022 18:00;5;56;12;7;44;7;3;32;8;7;23;7
6055;10.09.2022 19:00;5;56;12;7;44;7;3;32;8;7;23;7
6056;10.09.2022 20:00;10;56;12;10;44;7;5;32;8;11;23;7
6057;10.09.2022 21:00;10;56;11;10;44;6;6;32;6;11;23;7
6058;10.09.2022 22:00;5;56;11;3;44;6;3;32;6;4;23;7
6059;10.09.2022 23:00;5;56;11;3;44;6;3;32;6;4;23;7
6060;11.09.2022 00:00;5;56;11;3;42;5;3;31;6;4;23;7
6061;11.09.2022 01:00;5;56;11;3;42;5;3;31;6;4;23;7
6062;11.09.2022 02:00;5;56;11;3;42;5;3;31;6;4;23;7
6063;11.09.2022 03:00;5;56;11;3;42;5;3;31;6;4;23;7
6064;11.09.2022 04:00;5;56;11;3;42;5;3;31;6;4;23;7
6065;11.09.2022 05:00;17;56;12;12;42;7;8;31;6;12;23;10
6066;11.09.2022 06:00;17;56;11;12;42;5;8;31;6;12;23;7
6067;11.09.2022 07:00;12;56;11;9;42;5;5;31;6;8;23;7
6068;11.09.2022 08:00;12;56;11;9;42;5;5;31;6;8;23;7
6069;11.09.2022 09:00;12;56;11;9;42;5;5;31;6;8;23;7
6070;11.09.2022 10:00;12;56;11;9;42;5;5;31;6;8;23;7
6071;11.09.2022 11:00;12;56;11;9;42;5;5;31;6;8;23;7
6072;11.09.2022 12:00;12;56;11;9;42;5;5;31;6;8;23;7
6073;11.09.2022 13:00;18;56;13;17;42;5;8;31;7;15;23;9
6074;11.09.2022 14:00;18;56;11;17;42;5;8;31;6;15;23;7
6075;11.09.2022 15:00;6;56;11;8;42;5;3;31;6;7;23;7
6076;11.09.2022 16:00;6;56;11;8;42;5;3;31;6;7;23;7
6077;11.09.2022 17:00;6;56;11;8;42;5;3;31;6;7;23;7
6078;11.09.2022 18:00;6;56;11;8;42;5;3;31;6;7;23;7
6079;11.09.2022 19:00;6;56;11;8;42;5;3;31;6;7;23;7
6080;11.09.2022 20:00;11;56;11;11;42;6;5;31;6;11;23;7
6081;11.09.2022 21:00;11;56;11;11;42;6;6;31;6;11;23;7
6082;11.09.2022 22:00;5;56;11;3;42;6;3;31;6;4;23;7
6083;11.09.2022 23:00;5;56;11;3;42;6;3;31;6;4;23;7
6084;12.09.2022 00:00;5;63;10;3;63;7;3;33;2;4;36;5
6085;12.09.2022 01:00;5;63;10;3;63;7;3;33;2;4;36;5
6086;12.09.2022 02:00;5;63;10;3;63;7;3;33;2;4;36;5
6087;12.09.2022 03:00;5;63;10;3;63;7;3;33;2;4;36;5
6088;12.09.2022 04:00;5;63;10;3;63;7;3;33;2;4;36;5
6089;12.09.2022 05:00;18;63;10;14;63;9;7;33;3;13;36;8
6090;12.09.2022 06:00;18;63;9;14;63;7;8;33;4;13;36;5
6091;12.09.2022 07:00;19;63;12;15;63;7;9;33;5;15;36;7
6092;12.09.2022 08:00;21;63;13;15;63;7;11;33;5;15;36;7
6093;12.09.2022 09:00;21;63;13;15;63;7;11;33;5;15;36;7
6094;12.09.2022 10:00;21;63;13;15;63;7;11;33;5;15;36;7
6095;12.09.2022 11:00;21;63;13;15;63;7;13;33;5;15;36;7
6096;12.09.2022 12:00;19;63;13;15;63;7;12;33;5;15;36;7
6097;12.09.2022 13:00;28;63;13;24;63;8;16;33;6;23;36;9
6098;12.09.2022 14:00;26;63;11;24;63;8;14;33;5;22;36;7
6099;12.09.2022 15:00;12;63;11;13;63;8;10;33;5;13;36;7
6100;12.09.2022 16:00;9;63;11;10;63;8;6;33;5;8;36;7
6101;12.09.2022 17:00;9;63;11;10;63;8;6;33;5;8;36;7
6102;12.09.2022 18:00;9;63;11;10;63;8;6;33;5;8;36;7
6103;12.09.2022 19:00;9;63;11;10;63;8;6;33;5;8;36;7
6104;12.09.2022 20:00;14;63;11;14;63;8;6;33;5;12;36;7
6105;12.09.2022 21:00;14;63;11;14;63;7;6;33;6;12;36;7
6106;12.09.2022 22:00;5;63;11;4;63;7;2;33;6;4;36;7
6107;12.09.2022 23:00;5;63;11;4;63;7;2;33;6;4;36;7
6108;13.09.2022 00:00;5;68;11;4;58;6;2;33;6;4;34;7
6109;13.09.2022 01:00;5;68;11;4;58;6;2;33;6;4;34;7
6110;13.09.2022 02:00;5;68;11;4;58;6;2;33;6;4;34;7
6111;13.09.2022 03:00;5;68;11;4;58;6;2;33;6;4;34;7
6112;13.09.2022 04:00;5;68;11;4;58;6;2;33;6;4;34;7
6113;13.09.2022 05:00;17;68;12;14;58;7;7;33;8;13;34;10
6114;13.09.2022 06:00;17;68;12;14;58;5;9;33;6;13;34;7
6115;13.09.2022 07:00;17;68;13;15;58;6;12;33;6;18;34;8
6116;13.09.2022 08:00;18;68;10;16;58;6;14;33;6;18;34;7
6117;13.09.2022 09:00;18;68;10;16;58;6;14;33;6;18;34;7
6118;13.09.2022 10:00;18;68;10;16;58;6;14;33;6;18;34;7
6119;13.09.2022 11:00;18;68;10;16;58;6;16;33;6;18;34;7
6120;13.09.2022 12:00;17;68;10;16;58;6;16;33;6;18;34;7
6121;13.09.2022 13:00;25;68;10;26;58;6;19;33;8;26;34;8
6122;13.09.2022 14:00;23;68;10;25;58;5;17;33;7;25;34;6
6123;13.09.2022 15:00;10;68;10;15;58;5;10;33;7;16;34;6
6124;13.09.2022 16:00;8;68;10;11;58;5;5;33;7;8;34;6
6125;13.09.2022 17:00;8;68;10;11;58;5;5;33;7;8;34;6
6126;13.09.2022 18:00;8;68;10;11;58;5;5;33;7;8;34;6
6127;13.09.2022 19:00;8;68;10;11;58;5;5;33;7;8;34;6
6128;13.09.2022 20:00;13;68;10;15;58;5;5;33;7;12;34;6
6129;13.09.2022 21:00;13;68;10;15;58;5;5;33;8;12;34;6
6130;13.09.2022 22:00;5;68;10;4;58;5;2;33;7;4;34;6
6131;13.09.2022 23:00;5;68;10;4;58;5;2;33;7;4;34;6
6132;14.09.2022 00:00;5;71;9;4;58;5;2;32;7;4;39;8
6133;14.09.2022 01:00;5;71;9;4;58;5;2;32;7;4;39;8
6134;14.09.2022 02:00;5;71;9;4;58;5;2;32;7;4;39;8
6135;14.09.2022 03:00;5;71;9;4;58;5;2;32;7;4;39;8
6136;14.09.2022 04:00;5;71;9;4;58;5;2;32;7;4;39;8
6137;14.09.2022 05:00;16;71;10;15;58;6;6;32;9;16;39;8
6138;14.09.2022 06:00;17;71;9;15;58;5;9;32;7;16;39;5
6139;14.09.2022 07:00;21;71;10;18;58;6;13;32;7;20;39;5
6140;14.09.2022 08:00;23;71;10;18;58;5;15;32;7;20;39;4
6141;14.09.2022 09:00;23;71;10;18;58;5;15;32;7;20;39;4
6142;14.09.2022 10:00;23;71;10;18;58;5;15;32;7;20;39;4
6143;14.09.2022 11:00;23;71;10;18;58;5;16;32;7;20;39;4
6144;14.09.2022 12:00;21;71;10;18;58;5;15;32;7;20;39;4
6145;14.09.2022 13:00;28;71;11;27;58;5;19;32;9;28;39;5
6146;14.09.2022 14:00;24;71;11;27;58;5;17;32;7;27;39;4
6147;14.09.2022 15:00;11;71;11;16;58;5;11;32;7;15;39;4
6148;14.09.2022 16:00;7;71;11;10;58;5;5;32;7;8;39;4
6149;14.09.2022 17:00;7;71;11;10;58;5;5;32;7;8;39;4
6150;14.09.2022 18:00;7;71;11;10;58;5;5;32;7;8;39;4
6151;14.09.2022 19:00;7;71;11;10;58;5;5;32;7;8;39;4
6152;14.09.2022 20:00;12;71;11;13;58;6;6;32;7;12;39;4
6153;14.09.2022 21:00;12;71;11;13;58;6;6;32;8;12;39;4
6154;14.09.2022 22:00;5;71;11;4;58;6;2;32;7;4;39;4
6155;14.09.2022 23:00;5;71;11;3;58;6;2;32;7;4;39;4
6156;15.09.2022 00:00;5;69;11;3;59;6;2;34;7;4;40;3
6157;15.09.2022 01:00;5;69;11;3;59;6;2;34;7;4;40;3
6158;15.09.2022 02:00;5;69;11;3;59;6;2;34;7;4;40;3
6159;15.09.2022 03:00;5;69;11;3;59;6;2;34;7;4;40;3
6160;15.09.2022 04:00;5;69;11;3;59;6;2;34;7;4;40;3
6161;15.09.2022 05:00;16;69;11;15;59;6;8;34;7;15;40;3
6162;15.09.2022 06:00;17;69;10;15;59;5;10;34;5;15;40;3
6163;15.09.2022 07:00;18;69;11;18;59;6;12;34;6;19;40;3
6164;15.09.2022 08:00;20;69;10;19;59;5;14;34;6;19;40;2
6165;15.09.2022 09:00;20;69;10;19;59;5;14;34;6;19;40;2
6166;15.09.2022 10:00;20;69;10;19;59;5;14;34;6;19;40;2
6167;15.09.2022 11:00;20;69;10;19;59;5;16;34;6;19;40;2
6168;15.09.2022 12:00;18;69;10;19;59;5;15;34;6;19;40;2
6169;15.09.2022 13:00;25;69;11;28;59;5;19;34;7;27;40;7
6170;15.09.2022 14:00;22;69;10;27;59;5;17;34;5;26;40;6
6171;15.09.2022 15:00;10;69;10;15;59;5;10;34;5;15;40;6
6172;15.09.2022 16:00;7;69;10;9;59;5;6;34;5;8;40;6
6173;15.09.2022 17:00;7;69;10;9;59;5;6;34;5;8;40;6
6174;15.09.2022 18:00;7;69;10;9;59;5;6;34;5;8;40;6
6175;15.09.2022 19:00;7;69;10;9;59;5;6;34;5;8;40;6
6176;15.09.2022 20:00;12;69;10;13;59;5;6;34;5;12;40;6
6177;15.09.2022 21:00;12;69;10;13;59;4;6;34;5;12;40;6
6178;15.09.2022 22:00;5;69;10;4;59;4;2;34;4;4;40;6
6179;15.09.2022 23:00;5;69;10;4;59;4;2;34;4;4;40;6
6180;16.09.2022 00:00;5;71;11;4;59;4;2;34;4;4;41;5
6181;16.09.2022 01:00;5;71;11;4;59;4;2;34;4;4;41;5
6182;16.09.2022 02:00;5;71;11;4;59;4;2;34;4;4;41;5
6183;16.09.2022 03:00;5;71;11;4;59;4;2;34;4;4;41;5
6184;16.09.2022 04:00;5;71;11;4;59;4;2;34;4;4;41;5
6185;16.09.2022 05:00;15;71;11;15;59;4;8;34;4;15;41;6
6186;16.09.2022 06:00;17;71;11;15;59;4;9;34;4;15;41;6
6187;16.09.2022 07:00;16;71;12;16;59;4;12;34;4;19;41;6
6188;16.09.2022 08:00;17;71;11;18;59;4;13;34;4;19;41;6
6189;16.09.2022 09:00;17;71;11;18;59;4;13;34;4;19;41;6
6190;16.09.2022 10:00;17;71;11;18;59;4;13;34;4;19;41;6
6191;16.09.2022 11:00;17;71;11;18;59;4;15;34;4;19;41;6
6192;16.09.2022 12:00;16;71;11;18;59;4;14;34;4;19;41;6
6193;16.09.2022 13:00;23;71;12;27;59;4;18;34;5;26;41;11
6194;16.09.2022 14:00;21;71;11;26;59;4;17;34;4;25;41;6
6195;16.09.2022 15:00;9;71;11;15;59;4;11;34;4;14;41;6
6196;16.09.2022 16:00;7;71;11;10;59;4;6;34;4;7;41;6
6197;16.09.2022 17:00;7;71;11;10;59;4;6;34;4;7;41;6
6198;16.09.2022 18:00;7;71;11;10;59;4;6;34;4;7;41;6
6199;16.09.2022 19:00;7;71;11;10;59;4;6;34;4;7;41;6
6200;16.09.2022 20:00;12;71;11;14;59;4;6;34;4;11;41;6
6201;16.09.2022 21:00;12;71;11;14;59;4;6;34;4;11;41;6
6202;16.09.2022 22:00;5;71;11;4;59;4;2;34;4;4;41;6
6203;16.09.2022 23:00;5;71;11;4;59;4;2;34;4;4;41;6
6204;17.09.2022 00:00;5;62;11;4;44;4;2;31;6;4;28;7
6205;17.09.2022 01:00;5;62;11;4;44;4;2;31;6;4;28;7
6206;17.09.2022 02:00;5;62;11;4;44;4;2;31;6;4;28;7
6207;17.09.2022 03:00;5;62;11;4;44;4;2;31;6;4;28;7
6208;17.09.2022 04:00;5;62;11;4;44;4;2;31;6;4;28;7
6209;17.09.2022 05:00;14;62;12;14;44;4;8;31;7;11;28;8
6210;17.09.2022 06:00;14;62;12;14;44;4;8;31;7;11;28;7
6211;17.09.2022 07:00;9;62;11;10;44;4;6;31;5;8;28;7
6212;17.09.2022 08:00;9;62;9;11;44;3;6;31;5;8;28;7
6213;17.09.2022 09:00;9;62;9;11;44;3;6;31;5;8;28;7
6214;17.09.2022 10:00;9;62;9;11;44;3;6;31;5;8;28;7
6215;17.09.2022 11:00;9;62;9;11;44;3;7;31;5;8;28;7
6216;17.09.2022 12:00;9;62;9;11;44;3;7;31;5;8;28;7
6217;17.09.2022 13:00;17;62;9;19;44;3;10;31;5;14;28;9
6218;17.09.2022 14:00;17;62;8;19;44;3;10;31;4;14;28;4
6219;17.09.2022 15:00;8;62;8;9;44;3;4;31;4;7;28;4
6220;17.09.2022 16:00;8;62;8;9;44;3;4;31;4;6;28;4
6221;17.09.2022 17:00;8;62;8;9;44;3;4;31;4;6;28;4
6222;17.09.2022 18:00;8;62;8;9;44;3;4;31;4;6;28;4
6223;17.09.2022 19:00;8;62;8;9;44;3;4;31;4;6;28;4
6224;17.09.2022 20:00;12;62;9;13;44;3;6;31;4;10;28;4
6225;17.09.2022 21:00;12;62;9;13;44;3;6;31;4;10;28;4
6226;17.09.2022 22:00;4;62;9;4;44;3;3;31;4;4;28;4
6227;17.09.2022 23:00;4;62;9;4;44;3;3;31;4;4;28;4
6228;18.09.2022 00:00;4;62;9;4;44;3;3;32;4;4;27;4
6229;18.09.2022 01:00;4;62;9;4;44;3;3;32;4;4;27;4
6230;18.09.2022 02:00;4;62;9;4;44;3;3;32;4;4;27;4
6231;18.09.2022 03:00;4;62;9;4;44;3;3;32;4;4;27;4
6232;18.09.2022 04:00;4;62;9;4;44;3;3;32;4;4;27;4
6233;18.09.2022 05:00;13;62;10;14;44;3;8;32;5;12;27;5
6234;18.09.2022 06:00;13;62;9;14;44;3;8;32;4;12;27;4
6235;18.09.2022 07:00;9;62;9;10;44;3;5;32;4;8;27;4
